scope,alpha,bandwidth,distance,pan,own_kbps,own_offload,other_offload,sigma2_het,tau,n_h0_test,n_h1,fp,tp,fpr,fpr_lo,fpr_hi,tpr,tpr_lo,tpr_hi,n_undecidable_h0,n_undecidable_h1
global,0.1,100vs200,1300,PAN1,100,100,60,0.01276187,1.74608,50,100,4,46,0.08,0.0315,0.1884,0.46,0.3656,0.5574,0,0
global,0.01,100vs200,1300,PAN2,200,60,100,0.01276187,3.24356,50,100,0,19,0.0,0.0,0.0714,0.19,0.1251,0.2778,0,0
global,0.05,100vs200,1300,PAN2,200,60,100,0.01276187,2.14737,50,100,0,57,0.0,0.0,0.0714,0.57,0.4722,0.6627,0,0
global,0.1,100vs200,1300,PAN2,200,60,100,0.01276187,1.74608,50,100,1,75,0.02,0.0035,0.105,0.75,0.657,0.8245,0,0
global,0.01,100vs200,1300,PAN1,100,100,80,0.01276187,3.24356,50,100,0,37,0.0,0.0,0.0714,0.37,0.2818,0.4678,0,0
global,0.05,100vs200,1300,PAN1,100,100,80,0.01276187,2.14737,50,100,1,65,0.02,0.0035,0.105,0.65,0.5525,0.7364,0,0
global,0.1,100vs200,1300,PAN1,100,100,80,0.01276187,1.74608,50,100,4,78,0.08,0.0315,0.1884,0.78,0.6893,0.85,0,0
global,0.01,100vs200,1300,PAN2,200,80,100,0.01276187,3.24356,50,100,0,27,0.0,0.0,0.0714,0.27,0.1927,0.3643,0,0
global,0.05,100vs200,1300,PAN2,200,80,100,0.01276187,2.14737,50,100,0,64,0.0,0.0,0.0714,0.64,0.5424,0.7273,0,0
global,0.1,100vs200,1300,PAN2,200,80,100,0.01276187,1.74608,50,100,2,77,0.04,0.011,0.1346,0.77,0.6785,0.8416,0,0
global,0.01,100vs200,1300,PAN1,100,120,100,0.01276187,3.24356,50,100,0,34,0.0,0.0,0.0714,0.34,0.2546,0.4372,0,0
global,0.05,100vs200,1300,PAN1,100,120,100,0.01276187,2.14737,50,100,2,59,0.04,0.011,0.1346,0.59,0.492,0.6813,0,0
global,0.1,100vs200,1300,PAN1,100,120,100,0.01276187,1.74608,50,100,3,71,0.06,0.0206,0.1622,0.71,0.6146,0.7899,0,0
global,0.01,100vs200,1300,PAN2,200,100,120,0.01276187,3.24356,50,100,1,18,0.02,0.0035,0.105,0.18,0.117,0.2667,0,0
global,0.05,100vs200,1300,PAN2,200,100,120,0.01276187,2.14737,50,100,2,51,0.04,0.011,0.1346,0.51,0.4135,0.6058,0,0
global,0.1,100vs200,1300,PAN2,200,100,120,0.01276187,1.74608,50,100,2,69,0.04,0.011,0.1346,0.69,0.5937,0.7722,0,0
global,0.01,100vs200,1300,PAN1,100,120,120,0.01276187,3.24356,50,99,0,31,0.0,0.0,0.0714,0.3131,0.2302,0.41,0,0
global,0.05,100vs200,1300,PAN1,100,120,120,0.01276187,2.14737,50,99,2,53,0.04,0.011,0.1346,0.5354,0.4376,0.6304,0,0
global,0.1,100vs200,1300,PAN1,100,120,120,0.01276187,1.74608,50,99,3,70,0.06,0.0206,0.1622,0.7071,0.611,0.7876,0,0
global,0.01,100vs200,1300,PAN2,200,120,120,0.01276187,3.24356,50,100,1,14,0.02,0.0035,0.105,0.14,0.0853,0.2214,0,0
global,0.05,100vs200,1300,PAN2,200,120,120,0.01276187,2.14737,50,100,1,48,0.02,0.0035,0.105,0.48,0.3846,0.5768,0,0
global,0.1,100vs200,1300,PAN2,200,120,120,0.01276187,1.74608,50,100,1,67,0.02,0.0035,0.105,0.67,0.5731,0.7544,0,0
global,0.01,100vs200,1300,PAN1,100,120,140,0.01276187,3.24356,50,100,0,31,0.0,0.0,0.0714,0.31,0.2278,0.4063,0,0
global,0.05,100vs200,1300,PAN1,100,120,140,0.01276187,2.14737,50,100,2,56,0.04,0.011,0.1346,0.56,0.4623,0.6533,0,0
global,0.1,100vs200,1300,PAN1,100,120,140,0.01276187,1.74608,50,100,3,68,0.06,0.0206,0.1622,0.68,0.5834,0.7633,0,0
global,0.01,100vs200,1300,PAN2,200,140,120,0.01276187,3.24356,50,100,1,13,0.02,0.0035,0.105,0.13,0.0776,0.2098,0,0
global,0.05,100vs200,1300,PAN2,200,140,120,0.01276187,2.14737,50,100,2,43,0.04,0.011,0.1346,0.43,0.3373,0.5278,0,0
global,0.1,100vs200,1300,PAN2,200,140,120,0.01276187,1.74608,50,100,3,60,0.06,0.0206,0.1622,0.6,0.502,0.6906,0,0
global,0.01,100vs200,1300,PAN1,100,120,160,0.01276187,3.24356,50,99,0,31,0.0,0.0,0.0714,0.3131,0.2302,0.41,0,0
global,0.05,100vs200,1300,PAN1,100,120,160,0.01276187,2.14737,50,99,2,62,0.04,0.011,0.1346,0.6263,0.5279,0.7152,0,0
global,0.1,100vs200,1300,PAN1,100,120,160,0.01276187,1.74608,50,99,3,74,0.06,0.0206,0.1622,0.7475,0.6538,0.8227,0,0
global,0.01,100vs200,1300,PAN2,200,160,120,0.01276187,3.24356,50,100,0,7,0.0,0.0,0.0714,0.07,0.0343,0.1375,0,0
global,0.05,100vs200,1300,PAN2,200,160,120,0.01276187,2.14737,50,100,2,37,0.04,0.011,0.1346,0.37,0.2818,0.4678,0,0
global,0.1,100vs200,1300,PAN2,200,160,120,0.01276187,1.74608,50,100,4,58,0.08,0.0315,0.1884,0.58,0.4821,0.672,0,0
global,0.01,100vs200,1300,PAN1,100,120,180,0.01276187,3.24356,50,100,0,33,0.0,0.0,0.0714,0.33,0.2456,0.4269,0,0
global,0.05,100vs200,1300,PAN1,100,120,180,0.01276187,2.14737,50,100,2,57,0.04,0.011,0.1346,0.57,0.4722,0.6627,0,0
global,0.1,100vs200,1300,PAN1,100,120,180,0.01276187,1.74608,50,100,3,66,0.06,0.0206,0.1622,0.66,0.5628,0.7454,0,0
global,0.01,100vs200,1300,PAN2,200,180,120,0.01276187,3.24356,50,100,1,6,0.02,0.0035,0.105,0.06,0.0278,0.1248,0,0
global,0.05,100vs200,1300,PAN2,200,180,120,0.01276187,2.14737,50,100,3,29,0.06,0.0206,0.1622,0.29,0.2101,0.3854,0,0
global,0.1,100vs200,1300,PAN2,200,180,120,0.01276187,1.74608,50,100,4,48,0.08,0.0315,0.1884,0.48,0.3846,0.5768,0,0
global,0.01,100vs200,1300,PAN1,100,120,20,0.01276187,3.24356,50,100,0,0,0.0,0.0,0.0714,0.0,0.0,0.037,0,0
global,0.05,100vs200,1300,PAN1,100,120,20,0.01276187,2.14737,50,100,2,4,0.04,0.011,0.1346,0.04,0.0157,0.0984,0,0
global,0.1,100vs200,1300,PAN1,100,120,20,0.01276187,1.74608,50,100,3,9,0.06,0.0206,0.1622,0.09,0.0481,0.1623,0,0
global,0.01,100vs200,1300,PAN2,200,20,120,0.01276187,3.24356,50,100,0,22,0.0,0.0,0.0714,0.22,0.15,0.3107,0,0
global,0.05,100vs200,1300,PAN2,200,20,120,0.01276187,2.14737,50,100,0,49,0.0,0.0,0.0714,0.49,0.3942,0.5865,0,0
global,0.1,100vs200,1300,PAN2,200,20,120,0.01276187,1.74608,50,100,0,70,0.0,0.0,0.0714,0.7,0.6041,0.7811,0,0
global,0.01,100vs200,1300,PAN1,100,120,200,0.01276187,3.24356,50,100,0,28,0.0,0.0,0.0714,0.28,0.2014,0.3749,0,0
global,0.05,100vs200,1300,PAN1,100,120,200,0.01276187,2.14737,50,100,2,57,0.04,0.011,0.1346,0.57,0.4722,0.6627,0,0
global,0.1,100vs200,1300,PAN1,100,120,200,0.01276187,1.74608,50,100,3,70,0.06,0.0206,0.1622,0.7,0.6041,0.7811,0,0
global,0.01,100vs200,1300,PAN2,200,200,120,0.01276187,3.24356,50,100,1,6,0.02,0.0035,0.105,0.06,0.0278,0.1248,0,0
global,0.05,100vs200,1300,PAN2,200,200,120,0.01276187,2.14737,50,100,4,33,0.08,0.0315,0.1884,0.33,0.2456,0.4269,0,0
global,0.1,100vs200,1300,PAN2,200,200,120,0.01276187,1.74608,50,100,5,52,0.1,0.0435,0.2136,0.52,0.4232,0.6154,0,0
global,0.01,100vs200,1300,PAN1,100,120,40,0.01276187,3.24356,50,100,0,0,0.0,0.0,0.0714,0.0,0.0,0.037,0,0
global,0.05,100vs200,1300,PAN1,100,120,40,0.01276187,2.14737,50,100,2,6,0.04,0.011,0.1346,0.06,0.0278,0.1248,0,0
global,0.1,100vs200,1300,PAN1,100,120,40,0.01276187,1.74608,50,100,3,17,0.06,0.0206,0.1622,0.17,0.1089,0.2555,0,0
global,0.01,100vs200,1300,PAN2,200,40,120,0.01276187,3.24356,50,100,0,27,0.0,0.0,0.0714,0.27,0.1927,0.3643,0,0
global,0.05,100vs200,1300,PAN2,200,40,120,0.01276187,2.14737,50,100,0,61,0.0,0.0,0.0714,0.61,0.512,0.6998,0,0
global,0.1,100vs200,1300,PAN2,200,40,120,0.01276187,1.74608,50,100,0,69,0.0,0.0,0.0714,0.69,0.5937,0.7722,0,0
global,0.01,100vs200,1300,PAN1,100,120,60,0.01276187,3.24356,50,100,0,4,0.0,0.0,0.0714,0.04,0.0157,0.0984,0,0
global,0.05,100vs200,1300,PAN1,100,120,60,0.01276187,2.14737,50,100,2,22,0.04,0.011,0.1346,0.22,0.15,0.3107,0,0
global,0.1,100vs200,1300,PAN1,100,120,60,0.01276187,1.74608,50,100,3,32,0.06,0.0206,0.1622,0.32,0.2367,0.4166,0,0
global,0.01,100vs200,1300,PAN2,200,60,120,0.01276187,3.24356,50,100,0,25,0.0,0.0,0.0714,0.25,0.1755,0.343,0,0
global,0.05,100vs200,1300,PAN2,200,60,120,0.01276187,2.14737,50,100,0,57,0.0,0.0,0.0714,0.57,0.4722,0.6627,0,0
global,0.1,100vs200,1300,PAN2,200,60,120,0.01276187,1.74608,50,100,1,76,0.02,0.0035,0.105,0.76,0.6677,0.8331,0,0
global,0.01,100vs200,1300,PAN1,100,120,80,0.01276187,3.24356,50,99,0,35,0.0,0.0,0.0714,0.3535,0.2664,0.4516,0,0
global,0.05,100vs200,1300,PAN1,100,120,80,0.01276187,2.14737,50,99,2,55,0.04,0.011,0.1346,0.5556,0.4574,0.6495,0,0
global,0.1,100vs200,1300,PAN1,100,120,80,0.01276187,1.74608,50,99,3,67,0.06,0.0206,0.1622,0.6768,0.5795,0.7608,0,0
global,0.01,100vs200,1300,PAN2,200,80,120,0.01276187,3.24356,50,100,0,24,0.0,0.0,0.0714,0.24,0.1669,0.3323,0,0
global,0.05,100vs200,1300,PAN2,200,80,120,0.01276187,2.14737,50,100,0,63,0.0,0.0,0.0714,0.63,0.5322,0.7182,0,0
global,0.1,100vs200,1300,PAN2,200,80,120,0.01276187,1.74608,50,100,2,81,0.04,0.011,0.1346,0.81,0.7222,0.8749,0,0
global,0.01,100vs200,1300,PAN1,100,140,100,0.01276187,3.24356,50,100,0,26,0.0,0.0,0.0714,0.26,0.184,0.3537,0,0
global,0.05,100vs200,1300,PAN1,100,140,100,0.01276187,2.14737,50,100,2,56,0.04,0.011,0.1346,0.56,0.4623,0.6533,0,0
global,0.1,100vs200,1300,PAN1,100,140,100,0.01276187,1.74608,50,100,4,69,0.08,0.0315,0.1884,0.69,0.5937,0.7722,0,0
global,0.01,100vs200,1300,PAN2,200,100,140,0.01276187,3.24356,50,100,1,13,0.02,0.0035,0.105,0.13,0.0776,0.2098,0,0
global,0.05,100vs200,1300,PAN2,200,100,140,0.01276187,2.14737,50,100,2,58,0.04,0.011,0.1346,0.58,0.4821,0.672,0,0
global,0.1,100vs200,1300,PAN2,200,100,140,0.01276187,1.74608,50,100,2,73,0.04,0.011,0.1346,0.73,0.6357,0.8073,0,0
global,0.01,100vs200,1300,PAN1,100,140,120,0.01276187,3.24356,50,100,0,23,0.0,0.0,0.0714,0.23,0.1584,0.3215,0,0
global,0.05,100vs200,1300,PAN1,100,140,120,0.01276187,2.14737,50,100,2,45,0.04,0.011,0.1346,0.45,0.3561,0.5476,0,0
global,0.1,100vs200,1300,PAN1,100,140,120,0.01276187,1.74608,50,100,4,56,0.08,0.0315,0.1884,0.56,0.4623,0.6533,0,0
global,0.01,100vs200,1300,PAN2,200,120,140,0.01276187,3.24356,50,100,1,13,0.02,0.0035,0.105,0.13,0.0776,0.2098,0,0
global,0.05,100vs200,1300,PAN2,200,120,140,0.01276187,2.14737,50,100,1,49,0.02,0.0035,0.105,0.49,0.3942,0.5865,0,0
global,0.1,100vs200,1300,PAN2,200,120,140,0.01276187,1.74608,50,100,1,65,0.02,0.0035,0.105,0.65,0.5525,0.7364,0,0
global,0.01,100vs200,1300,PAN1,100,140,140,0.01276187,3.24356,50,100,0,23,0.0,0.0,0.0714,0.23,0.1584,0.3215,0,0
global,0.05,100vs200,1300,PAN1,100,140,140,0.01276187,2.14737,50,100,2,51,0.04,0.011,0.1346,0.51,0.4135,0.6058,0,0
global,0.1,100vs200,1300,PAN1,100,140,140,0.01276187,1.74608,50,100,4,66,0.08,0.0315,0.1884,0.66,0.5628,0.7454,0,0
global,0.01,100vs200,1300,PAN2,200,140,140,0.01276187,3.24356,50,100,1,12,0.02,0.0035,0.105,0.12,0.07,0.1981,0,0
global,0.05,100vs200,1300,PAN2,200,140,140,0.01276187,2.14737,50,100,2,40,0.04,0.011,0.1346,0.4,0.3094,0.498,0,0
global,0.1,100vs200,1300,PAN2,200,140,140,0.01276187,1.74608,50,100,3,58,0.06,0.0206,0.1622,0.58,0.4821,0.672,0,0
global,0.01,100vs200,1300,PAN1,100,140,160,0.01276187,3.24356,50,100,0,29,0.0,0.0,0.0714,0.29,0.2101,0.3854,0,0
global,0.05,100vs200,1300,PAN1,100,140,160,0.01276187,2.14737,50,100,2,56,0.04,0.011,0.1346,0.56,0.4623,0.6533,0,0
global,0.1,100vs200,1300,PAN1,100,140,160,0.01276187,1.74608,50,100,4,65,0.08,0.0315,0.1884,0.65,0.5525,0.7364,0,0
global,0.01,100vs200,1300,PAN2,200,160,140,0.01276187,3.24356,50,100,0,9,0.0,0.0,0.0714,0.09,0.0481,0.1623,0,0
global,0.05,100vs200,1300,PAN2,200,160,140,0.01276187,2.14737,50,100,2,40,0.04,0.011,0.1346,0.4,0.3094,0.498,0,0
global,0.1,100vs200,1300,PAN2,200,160,140,0.01276187,1.74608,50,100,4,56,0.08,0.0315,0.1884,0.56,0.4623,0.6533,0,0
global,0.01,100vs200,1300,PAN1,100,140,180,0.01276187,3.24356,50,100,0,27,0.0,0.0,0.0714,0.27,0.1927,0.3643,0,0
global,0.05,100vs200,1300,PAN1,100,140,180,0.01276187,2.14737,50,100,2,60,0.04,0.011,0.1346,0.6,0.502,0.6906,0,0
global,0.1,100vs200,1300,PAN1,100,140,180,0.01276187,1.74608,50,100,4,68,0.08,0.0315,0.1884,0.68,0.5834,0.7633,0,0
global,0.01,100vs200,1300,PAN2,200,180,140,0.01276187,3.24356,50,100,1,10,0.02,0.0035,0.105,0.1,0.0552,0.1744,0,0
global,0.05,100vs200,1300,PAN2,200,180,140,0.01276187,2.14737,50,100,3,31,0.06,0.0206,0.1622,0.31,0.2278,0.4063,0,0
global,0.1,100vs200,1300,PAN2,200,180,140,0.01276187,1.74608,50,100,4,49,0.08,0.0315,0.1884,0.49,0.3942,0.5865,0,0
global,0.01,100vs200,1300,PAN1,100,140,20,0.01276187,3.24356,50,100,0,0,0.0,0.0,0.0714,0.0,0.0,0.037,0,0
global,0.05,100vs200,1300,PAN1,100,140,20,0.01276187,2.14737,50,100,2,5,0.04,0.011,0.1346,0.05,0.0215,0.1118,0,0
global,0.1,100vs200,1300,PAN1,100,140,20,0.01276187,1.74608,50,100,4,7,0.08,0.0315,0.1884,0.07,0.0343,0.1375,0,0
global,0.01,100vs200,1300,PAN2,200,20,140,0.01276187,3.24356,50,100,0,19,0.0,0.0,0.0714,0.19,0.1251,0.2778,0,0
global,0.05,100vs200,1300,PAN2,200,20,140,0.01276187,2.14737,50,100,0,51,0.0,0.0,0.0714,0.51,0.4135,0.6058,0,0
global,0.1,100vs200,1300,PAN2,200,20,140,0.01276187,1.74608,50,100,0,63,0.0,0.0,0.0714,0.63,0.5322,0.7182,0,0
global,0.01,100vs200,1300,PAN1,100,140,200,0.01276187,3.24356,50,100,0,30,0.0,0.0,0.0714,0.3,0.2189,0.3959,0,0
global,0.05,100vs200,1300,PAN1,100,140,200,0.01276187,2.14737,50,100,2,48,0.04,0.011,0.1346,0.48,0.3846,0.5768,0,0
global,0.1,100vs200,1300,PAN1,100,140,200,0.01276187,1.74608,50,100,4,64,0.08,0.0315,0.1884,0.64,0.5424,0.7273,0,0
global,0.01,100vs200,1300,PAN2,200,200,140,0.01276187,3.24356,50,100,1,9,0.02,0.0035,0.105,0.09,0.0481,0.1623,0,0
global,0.05,100vs200,1300,PAN2,200,200,140,0.01276187,2.14737,50,100,4,32,0.08,0.0315,0.1884,0.32,0.2367,0.4166,0,0
global,0.1,100vs200,1300,PAN2,200,200,140,0.01276187,1.74608,50,100,5,47,0.1,0.0435,0.2136,0.47,0.3751,0.5671,0,0
global,0.01,100vs200,1300,PAN1,100,140,40,0.01276187,3.24356,50,100,0,0,0.0,0.0,0.0714,0.0,0.0,0.037,0,0
global,0.05,100vs200,1300,PAN1,100,140,40,0.01276187,2.14737,50,100,2,9,0.04,0.011,0.1346,0.09,0.0481,0.1623,0,0
global,0.1,100vs200,1300,PAN1,100,140,40,0.01276187,1.74608,50,100,4,17,0.08,0.0315,0.1884,0.17,0.1089,0.2555,0,0
global,0.01,100vs200,1300,PAN2,200,40,140,0.01276187,3.24356,50,100,0,16,0.0,0.0,0.0714,0.16,0.101,0.2442,0,0
global,0.05,100vs200,1300,PAN2,200,40,140,0.01276187,2.14737,50,100,0,54,0.0,0.0,0.0714,0.54,0.4426,0.6344,0,0
global,0.1,100vs200,1300,PAN2,200,40,140,0.01276187,1.74608,50,100,0,72,0.0,0.0,0.0714,0.72,0.6251,0.7986,0,0
global,0.01,100vs200,1300,PAN1,100,140,60,0.01276187,3.24356,50,100,0,5,0.0,0.0,0.0714,0.05,0.0215,0.1118,0,0
global,0.05,100vs200,1300,PAN1,100,140,60,0.01276187,2.14737,50,100,2,23,0.04,0.011,0.1346,0.23,0.1584,0.3215,0,0
global,0.1,100vs200,1300,PAN1,100,140,60,0.01276187,1.74608,50,100,4,37,0.08,0.0315,0.1884,0.37,0.2818,0.4678,0,0
global,0.01,100vs200,1300,PAN2,200,60,140,0.01276187,3.24356,50,100,0,23,0.0,0.0,0.0714,0.23,0.1584,0.3215,0,0
global,0.05,100vs200,1300,PAN2,200,60,140,0.01276187,2.14737,50,100,0,54,0.0,0.0,0.0714,0.54,0.4426,0.6344,0,0
global,0.1,100vs200,1300,PAN2,200,60,140,0.01276187,1.74608,50,100,1,72,0.02,0.0035,0.105,0.72,0.6251,0.7986,0,0
global,0.01,100vs200,1300,PAN1,100,140,80,0.01276187,3.24356,50,100,0,28,0.0,0.0,0.0714,0.28,0.2014,0.3749,0,0
global,0.05,100vs200,1300,PAN1,100,140,80,0.01276187,2.14737,50,100,2,49,0.04,0.011,0.1346,0.49,0.3942,0.5865,0,0
global,0.1,100vs200,1300,PAN1,100,140,80,0.01276187,1.74608,50,100,4,69,0.08,0.0315,0.1884,0.69,0.5937,0.7722,0,0
global,0.01,100vs200,1300,PAN2,200,80,140,0.01276187,3.24356,50,100,0,28,0.0,0.0,0.0714,0.28,0.2014,0.3749,0,0
global,0.05,100vs200,1300,PAN2,200,80,140,0.01276187,2.14737,50,100,0,57,0.0,0.0,0.0714,0.57,0.4722,0.6627,0,0
global,0.1,100vs200,1300,PAN2,200,80,140,0.01276187,1.74608,50,100,2,75,0.04,0.011,0.1346,0.75,0.657,0.8245,0,0
global,0.01,100vs200,1300,PAN1,100,160,100,0.01276187,3.24356,50,100,0,22,0.0,0.0,0.0714,0.22,0.15,0.3107,0,0
global,0.05,100vs200,1300,PAN1,100,160,100,0.01276187,2.14737,50,100,2,48,0.04,0.011,0.1346,0.48,0.3846,0.5768,0,0
global,0.1,100vs200,1300,PAN1,100,160,100,0.01276187,1.74608,50,100,5,60,0.1,0.0435,0.2136,0.6,0.502,0.6906,0,0
global,0.01,100vs200,1300,PAN2,200,100,160,0.01276187,3.24356,50,100,1,19,0.02,0.0035,0.105,0.19,0.1251,0.2778,0,0
global,0.05,100vs200,1300,PAN2,200,100,160,0.01276187,2.14737,50,100,2,60,0.04,0.011,0.1346,0.6,0.502,0.6906,0,0
global,0.1,100vs200,1300,PAN2,200,100,160,0.01276187,1.74608,50,100,2,69,0.04,0.011,0.1346,0.69,0.5937,0.7722,0,0
global,0.01,100vs200,1300,PAN1,100,160,120,0.01276187,3.24356,50,100,0,25,0.0,0.0,0.0714,0.25,0.1755,0.343,0,0
global,0.05,100vs200,1300,PAN1,100,160,120,0.01276187,2.14737,50,100,2,51,0.04,0.011,0.1346,0.51,0.4135,0.6058,0,0
global,0.1,100vs200,1300,PAN1,100,160,120,0.01276187,1.74608,50,100,5,66,0.1,0.0435,0.2136,0.66,0.5628,0.7454,0,0
global,0.01,100vs200,1300,PAN2,200,120,160,0.01276187,3.24356,50,100,1,10,0.02,0.0035,0.105,0.1,0.0552,0.1744,0,0
global,0.05,100vs200,1300,PAN2,200,120,160,0.01276187,2.14737,50,100,1,44,0.02,0.0035,0.105,0.44,0.3467,0.5377,0,0
global,0.1,100vs200,1300,PAN2,200,120,160,0.01276187,1.74608,50,100,1,63,0.02,0.0035,0.105,0.63,0.5322,0.7182,0,0
global,0.01,100vs200,1300,PAN1,100,160,140,0.01276187,3.24356,50,100,0,19,0.0,0.0,0.0714,0.19,0.1251,0.2778,0,0
global,0.05,100vs200,1300,PAN1,100,160,140,0.01276187,2.14737,50,100,2,47,0.04,0.011,0.1346,0.47,0.3751,0.5671,0,0
global,0.1,100vs200,1300,PAN1,100,160,140,0.01276187,1.74608,50,100,5,61,0.1,0.0435,0.2136,0.61,0.512,0.6998,0,0
global,0.01,100vs200,1300,PAN2,200,140,160,0.01276187,3.24356,50,100,1,13,0.02,0.0035,0.105,0.13,0.0776,0.2098,0,0
global,0.05,100vs200,1300,PAN2,200,140,160,0.01276187,2.14737,50,100,2,39,0.04,0.011,0.1346,0.39,0.3002,0.488,0,0
global,0.1,100vs200,1300,PAN2,200,140,160,0.01276187,1.74608,50,100,3,59,0.06,0.0206,0.1622,0.59,0.492,0.6813,0,0
global,0.01,100vs200,1300,PAN1,100,160,160,0.01276187,3.24356,50,100,0,26,0.0,0.0,0.0714,0.26,0.184,0.3537,0,0
global,0.05,100vs200,1300,PAN1,100,160,160,0.01276187,2.14737,50,100,2,49,0.04,0.011,0.1346,0.49,0.3942,0.5865,0,0
global,0.1,100vs200,1300,PAN1,100,160,160,0.01276187,1.74608,50,100,5,61,0.1,0.0435,0.2136,0.61,0.512,0.6998,0,0
global,0.01,100vs200,1300,PAN2,200,160,160,0.01276187,3.24356,50,100,0,10,0.0,0.0,0.0714,0.1,0.0552,0.1744,0,0
global,0.05,100vs200,1300,PAN2,200,160,160,0.01276187,2.14737,50,100,2,32,0.04,0.011,0.1346,0.32,0.2367,0.4166,0,0
global,0.1,100vs200,1300,PAN2,200,160,160,0.01276187,1.74608,50,100,4,58,0.08,0.0315,0.1884,0.58,0.4821,0.672,0,0
global,0.01,100vs200,1300,PAN1,100,160,180,0.01276187,3.24356,50,99,0,23,0.0,0.0,0.0714,0.2323,0.1601,0.3246,0,0
global,0.05,100vs200,1300,PAN1,100,160,180,0.01276187,2.14737,50,99,2,52,0.04,0.011,0.1346,0.5253,0.4278,0.6208,0,0
global,0.1,100vs200,1300,PAN1,100,160,180,0.01276187,1.74608,50,99,5,64,0.1,0.0435,0.2136,0.6465,0.5484,0.7336,0,0
global,0.01,100vs200,1300,PAN2,200,180,160,0.01276187,3.24356,50,100,1,7,0.02,0.0035,0.105,0.07,0.0343,0.1375,0,0
global,0.05,100vs200,1300,PAN2,200,180,160,0.01276187,2.14737,50,100,3,32,0.06,0.0206,0.1622,0.32,0.2367,0.4166,0,0
global,0.1,100vs200,1300,PAN2,200,180,160,0.01276187,1.74608,50,100,4,48,0.08,0.0315,0.1884,0.48,0.3846,0.5768,0,0
global,0.01,100vs200,1300,PAN1,100,160,20,0.01276187,3.24356,50,100,0,2,0.0,0.0,0.0714,0.02,0.0055,0.07,0,0
global,0.05,100vs200,1300,PAN1,100,160,20,0.01276187,2.14737,50,100,2,7,0.04,0.011,0.1346,0.07,0.0343,0.1375,0,0
global,0.1,100vs200,1300,PAN1,100,160,20,0.01276187,1.74608,50,100,5,13,0.1,0.0435,0.2136,0.13,0.0776,0.2098,0,0
global,0.01,100vs200,1300,PAN2,200,20,160,0.01276187,3.24356,50,100,0,17,0.0,0.0,0.0714,0.17,0.1089,0.2555,0,0
global,0.05,100vs200,1300,PAN2,200,20,160,0.01276187,2.14737,50,100,0,46,0.0,0.0,0.0714,0.46,0.3656,0.5574,0,0
global,0.1,100vs200,1300,PAN2,200,20,160,0.01276187,1.74608,50,100,0,68,0.0,0.0,0.0714,0.68,0.5834,0.7633,0,0
global,0.01,100vs200,1300,PAN1,100,160,200,0.01276187,3.24356,50,100,0,22,0.0,0.0,0.0714,0.22,0.15,0.3107,0,0
global,0.05,100vs200,1300,PAN1,100,160,200,0.01276187,2.14737,50,100,2,53,0.04,0.011,0.1346,0.53,0.4329,0.6249,0,0
global,0.1,100vs200,1300,PAN1,100,160,200,0.01276187,1.74608,50,100,5,65,0.1,0.0435,0.2136,0.65,0.5525,0.7364,0,0
global,0.01,100vs200,1300,PAN2,200,200,160,0.01276187,3.24356,50,100,1,7,0.02,0.0035,0.105,0.07,0.0343,0.1375,0,0
global,0.05,100vs200,1300,PAN2,200,200,160,0.01276187,2.14737,50,100,4,29,0.08,0.0315,0.1884,0.29,0.2101,0.3854,0,0
global,0.1,100vs200,1300,PAN2,200,200,160,0.01276187,1.74608,50,100,5,46,0.1,0.0435,0.2136,0.46,0.3656,0.5574,0,0
global,0.01,100vs200,1300,PAN1,100,160,40,0.01276187,3.24356,50,100,0,1,0.0,0.0,0.0714,0.01,0.0018,0.0545,0,0
global,0.05,100vs200,1300,PAN1,100,160,40,0.01276187,2.14737,50,100,2,8,0.04,0.011,0.1346,0.08,0.0411,0.15,0,0
global,0.1,100vs200,1300,PAN1,100,160,40,0.01276187,1.74608,50,100,5,15,0.1,0.0435,0.2136,0.15,0.0931,0.2328,0,0
global,0.01,100vs200,1300,PAN2,200,40,160,0.01276187,3.24356,50,100,0,20,0.0,0.0,0.0714,0.2,0.1334,0.2888,0,0
global,0.05,100vs200,1300,PAN2,200,40,160,0.01276187,2.14737,50,100,0,59,0.0,0.0,0.0714,0.59,0.492,0.6813,0,0
global,0.1,100vs200,1300,PAN2,200,40,160,0.01276187,1.74608,50,100,0,76,0.0,0.0,0.0714,0.76,0.6677,0.8331,0,0
global,0.01,100vs200,1300,PAN1,100,160,60,0.01276187,3.24356,50,100,0,4,0.0,0.0,0.0714,0.04,0.0157,0.0984,0,0
global,0.05,100vs200,1300,PAN1,100,160,60,0.01276187,2.14737,50,100,2,18,0.04,0.011,0.1346,0.18,0.117,0.2667,0,0
global,0.1,100vs200,1300,PAN1,100,160,60,0.01276187,1.74608,50,100,5,33,0.1,0.0435,0.2136,0.33,0.2456,0.4269,0,0
global,0.01,100vs200,1300,PAN2,200,60,160,0.01276187,3.24356,50,100,0,18,0.0,0.0,0.0714,0.18,0.117,0.2667,0,0
global,0.05,100vs200,1300,PAN2,200,60,160,0.01276187,2.14737,50,100,0,50,0.0,0.0,0.0714,0.5,0.4038,0.5962,0,0
global,0.1,100vs200,1300,PAN2,200,60,160,0.01276187,1.74608,50,100,1,71,0.02,0.0035,0.105,0.71,0.6146,0.7899,0,0
