scope,alpha,bandwidth,distance,pan,own_kbps,own_offload,other_offload,sigma2_het,tau,n_h0_test,n_h1,fp,tp,fpr,fpr_lo,fpr_hi,tpr,tpr_lo,tpr_hi,n_undecidable_h0,n_undecidable_h1
global,0.01,200vs200,1100,PAN1,200,40,80,0.01276187,3.24356,50,100,0,56,0.0,0.0,0.0714,0.56,0.4623,0.6533,0,0
global,0.05,200vs200,1100,PAN1,200,40,80,0.01276187,2.14737,50,100,0,82,0.0,0.0,0.0714,0.82,0.7333,0.883,0,0
global,0.1,200vs200,1100,PAN1,200,40,80,0.01276187,1.74608,50,100,0,90,0.0,0.0,0.0714,0.9,0.8256,0.9448,0,0
global,0.01,200vs200,1100,PAN2,200,80,40,0.01276187,3.24356,50,100,0,3,0.0,0.0,0.0714,0.03,0.0103,0.0845,0,0
global,0.05,200vs200,1100,PAN2,200,80,40,0.01276187,2.14737,50,100,0,13,0.0,0.0,0.0714,0.13,0.0776,0.2098,0,0
global,0.1,200vs200,1100,PAN2,200,80,40,0.01276187,1.74608,50,100,2,26,0.04,0.011,0.1346,0.26,0.184,0.3537,0,0
global,0.01,200vs200,1100,PAN1,200,60,100,0.01276187,3.24356,50,100,0,50,0.0,0.0,0.0714,0.5,0.4038,0.5962,0,0
global,0.05,200vs200,1100,PAN1,200,60,100,0.01276187,2.14737,50,100,0,77,0.0,0.0,0.0714,0.77,0.6785,0.8416,0,0
global,0.1,200vs200,1100,PAN1,200,60,100,0.01276187,1.74608,50,100,1,90,0.02,0.0035,0.105,0.9,0.8256,0.9448,0,0
global,0.01,200vs200,1100,PAN2,200,100,60,0.01276187,3.24356,50,100,1,20,0.02,0.0035,0.105,0.2,0.1334,0.2888,0,0
global,0.05,200vs200,1100,PAN2,200,100,60,0.01276187,2.14737,50,100,2,43,0.04,0.011,0.1346,0.43,0.3373,0.5278,0,0
global,0.1,200vs200,1100,PAN2,200,100,60,0.01276187,1.74608,50,100,2,62,0.04,0.011,0.1346,0.62,0.5221,0.709,0,0
global,0.01,200vs200,1100,PAN1,200,60,120,0.01276187,3.24356,50,100,0,45,0.0,0.0,0.0714,0.45,0.3561,0.5476,0,0
global,0.05,200vs200,1100,PAN1,200,60,120,0.01276187,2.14737,50,100,0,75,0.0,0.0,0.0714,0.75,0.657,0.8245,0,0
global,0.1,200vs200,1100,PAN1,200,60,120,0.01276187,1.74608,50,100,1,89,0.02,0.0035,0.105,0.89,0.8137,0.9375,0,0
global,0.01,200vs200,1100,PAN2,200,120,60,0.01276187,3.24356,50,100,1,18,0.02,0.0035,0.105,0.18,0.117,0.2667,0,0
global,0.05,200vs200,1100,PAN2,200,120,60,0.01276187,2.14737,50,100,1,42,0.02,0.0035,0.105,0.42,0.328,0.5179,0,0
global,0.1,200vs200,1100,PAN2,200,120,60,0.01276187,1.74608,50,100,1,60,0.02,0.0035,0.105,0.6,0.502,0.6906,0,0
global,0.01,200vs200,1100,PAN1,200,60,140,0.01276187,3.24356,50,100,0,48,0.0,0.0,0.0714,0.48,0.3846,0.5768,0,0
global,0.05,200vs200,1100,PAN1,200,60,140,0.01276187,2.14737,50,100,0,75,0.0,0.0,0.0714,0.75,0.657,0.8245,0,0
global,0.1,200vs200,1100,PAN1,200,60,140,0.01276187,1.74608,50,100,1,88,0.02,0.0035,0.105,0.88,0.8019,0.93,0,0
global,0.01,200vs200,1100,PAN2,200,140,60,0.01276187,3.24356,50,100,1,18,0.02,0.0035,0.105,0.18,0.117,0.2667,0,0
global,0.05,200vs200,1100,PAN2,200,140,60,0.01276187,2.14737,50,100,2,33,0.04,0.011,0.1346,0.33,0.2456,0.4269,0,0
global,0.1,200vs200,1100,PAN2,200,140,60,0.01276187,1.74608,50,100,3,56,0.06,0.0206,0.1622,0.56,0.4623,0.6533,0,0
global,0.01,200vs200,1100,PAN1,200,60,160,0.01276187,3.24356,50,100,0,49,0.0,0.0,0.0714,0.49,0.3942,0.5865,0,0
global,0.05,200vs200,1100,PAN1,200,60,160,0.01276187,2.14737,50,100,0,79,0.0,0.0,0.0714,0.79,0.7002,0.8583,0,0
global,0.1,200vs200,1100,PAN1,200,60,160,0.01276187,1.74608,50,100,1,91,0.02,0.0035,0.105,0.91,0.8377,0.9519,0,0
global,0.01,200vs200,1100,PAN2,200,160,60,0.01276187,3.24356,50,100,0,14,0.0,0.0,0.0714,0.14,0.0853,0.2214,0,0
global,0.05,200vs200,1100,PAN2,200,160,60,0.01276187,2.14737,50,100,2,31,0.04,0.011,0.1346,0.31,0.2278,0.4063,0,0
global,0.1,200vs200,1100,PAN2,200,160,60,0.01276187,1.74608,50,100,4,45,0.08,0.0315,0.1884,0.45,0.3561,0.5476,0,0
global,0.01,200vs200,1100,PAN1,200,60,180,0.01276187,3.24356,50,100,0,51,0.0,0.0,0.0714,0.51,0.4135,0.6058,0,0
global,0.05,200vs200,1100,PAN1,200,60,180,0.01276187,2.14737,50,100,0,80,0.0,0.0,0.0714,0.8,0.7112,0.8666,0,0
global,0.1,200vs200,1100,PAN1,200,60,180,0.01276187,1.74608,50,100,1,90,0.02,0.0035,0.105,0.9,0.8256,0.9448,0,0
global,0.01,200vs200,1100,PAN2,200,180,60,0.01276187,3.24356,50,100,1,11,0.02,0.0035,0.105,0.11,0.0625,0.1863,0,0
global,0.05,200vs200,1100,PAN2,200,180,60,0.01276187,2.14737,50,100,3,31,0.06,0.0206,0.1622,0.31,0.2278,0.4063,0,0
global,0.1,200vs200,1100,PAN2,200,180,60,0.01276187,1.74608,50,100,4,44,0.08,0.0315,0.1884,0.44,0.3467,0.5377,0,0
global,0.01,200vs200,1100,PAN1,200,60,20,0.01276187,3.24356,50,100,0,0,0.0,0.0,0.0714,0.0,0.0,0.037,0,0
global,0.05,200vs200,1100,PAN1,200,60,20,0.01276187,2.14737,50,100,0,3,0.0,0.0,0.0714,0.03,0.0103,0.0845,0,0
global,0.1,200vs200,1100,PAN1,200,60,20,0.01276187,1.74608,50,100,1,6,0.02,0.0035,0.105,0.06,0.0278,0.1248,0,0
global,0.01,200vs200,1100,PAN2,200,20,60,0.01276187,3.24356,50,100,0,43,0.0,0.0,0.0714,0.43,0.3373,0.5278,0,0
global,0.05,200vs200,1100,PAN2,200,20,60,0.01276187,2.14737,50,100,0,71,0.0,0.0,0.0714,0.71,0.6146,0.7899,0,0
global,0.1,200vs200,1100,PAN2,200,20,60,0.01276187,1.74608,50,100,0,81,0.0,0.0,0.0714,0.81,0.7222,0.8749,0,0
global,0.01,200vs200,1100,PAN1,200,60,200,0.01276187,3.24356,50,100,0,49,0.0,0.0,0.0714,0.49,0.3942,0.5865,0,0
global,0.05,200vs200,1100,PAN1,200,60,200,0.01276187,2.14737,50,100,0,78,0.0,0.0,0.0714,0.78,0.6893,0.85,0,0
global,0.1,200vs200,1100,PAN1,200,60,200,0.01276187,1.74608,50,100,1,90,0.02,0.0035,0.105,0.9,0.8256,0.9448,0,0
global,0.01,200vs200,1100,PAN2,200,200,60,0.01276187,3.24356,50,100,1,12,0.02,0.0035,0.105,0.12,0.07,0.1981,0,0
global,0.05,200vs200,1100,PAN2,200,200,60,0.01276187,2.14737,50,100,4,28,0.08,0.0315,0.1884,0.28,0.2014,0.3749,0,0
global,0.1,200vs200,1100,PAN2,200,200,60,0.01276187,1.74608,50,100,5,37,0.1,0.0435,0.2136,0.37,0.2818,0.4678,0,0
global,0.01,200vs200,1100,PAN1,200,60,40,0.01276187,3.24356,50,100,0,4,0.0,0.0,0.0714,0.04,0.0157,0.0984,0,0
global,0.05,200vs200,1100,PAN1,200,60,40,0.01276187,2.14737,50,100,0,20,0.0,0.0,0.0714,0.2,0.1334,0.2888,0,0
global,0.1,200vs200,1100,PAN1,200,60,40,0.01276187,1.74608,50,100,1,37,0.02,0.0035,0.105,0.37,0.2818,0.4678,0,0
global,0.01,200vs200,1100,PAN2,200,40,60,0.01276187,3.24356,50,100,0,56,0.0,0.0,0.0714,0.56,0.4623,0.6533,0,0
global,0.05,200vs200,1100,PAN2,200,40,60,0.01276187,2.14737,50,100,0,83,0.0,0.0,0.0714,0.83,0.7445,0.8911,0,0
global,0.1,200vs200,1100,PAN2,200,40,60,0.01276187,1.74608,50,100,0,92,0.0,0.0,0.0714,0.92,0.85,0.9589,0,0
global,0.01,200vs200,1100,PAN1,200,60,60,0.01276187,3.24356,50,100,0,43,0.0,0.0,0.0714,0.43,0.3373,0.5278,0,0
global,0.05,200vs200,1100,PAN1,200,60,60,0.01276187,2.14737,50,100,0,72,0.0,0.0,0.0714,0.72,0.6251,0.7986,0,0
global,0.1,200vs200,1100,PAN1,200,60,60,0.01276187,1.74608,50,100,1,89,0.02,0.0035,0.105,0.89,0.8137,0.9375,0,0
global,0.01,200vs200,1100,PAN2,200,60,60,0.01276187,3.24356,50,100,0,50,0.0,0.0,0.0714,0.5,0.4038,0.5962,0,0
global,0.05,200vs200,1100,PAN2,200,60,60,0.01276187,2.14737,50,100,0,75,0.0,0.0,0.0714,0.75,0.657,0.8245,0,0
global,0.1,200vs200,1100,PAN2,200,60,60,0.01276187,1.74608,50,100,1,85,0.02,0.0035,0.105,0.85,0.7672,0.9069,0,0
global,0.01,200vs200,1100,PAN1,200,60,80,0.01276187,3.24356,50,100,0,45,0.0,0.0,0.0714,0.45,0.3561,0.5476,0,0
global,0.05,200vs200,1100,PAN1,200,60,80,0.01276187,2.14737,50,100,0,85,0.0,0.0,0.0714,0.85,0.7672,0.9069,0,0
global,0.1,200vs200,1100,PAN1,200,60,80,0.01276187,1.74608,50,100,1,90,0.02,0.0035,0.105,0.9,0.8256,0.9448,0,0
global,0.01,200vs200,1100,PAN2,200,80,60,0.01276187,3.24356,50,100,0,26,0.0,0.0,0.0714,0.26,0.184,0.3537,0,0
global,0.05,200vs200,1100,PAN2,200,80,60,0.01276187,2.14737,50,100,0,52,0.0,0.0,0.0714,0.52,0.4232,0.6154,0,0
global,0.1,200vs200,1100,PAN2,200,80,60,0.01276187,1.74608,50,100,2,72,0.04,0.011,0.1346,0.72,0.6251,0.7986,0,0
global,0.01,200vs200,1100,PAN1,200,80,100,0.01276187,3.24356,50,100,0,45,0.0,0.0,0.0714,0.45,0.3561,0.5476,0,0
global,0.05,200vs200,1100,PAN1,200,80,100,0.01276187,2.14737,50,100,0,82,0.0,0.0,0.0714,0.82,0.7333,0.883,0,0
global,0.1,200vs200,1100,PAN1,200,80,100,0.01276187,1.74608,50,100,3,89,0.06,0.0206,0.1622,0.89,0.8137,0.9375,0,0
global,0.01,200vs200,1100,PAN2,200,100,80,0.01276187,3.24356,50,100,1,49,0.02,0.0035,0.105,0.49,0.3942,0.5865,0,0
global,0.05,200vs200,1100,PAN2,200,100,80,0.01276187,2.14737,50,100,2,84,0.04,0.011,0.1346,0.84,0.7558,0.899,0,0
global,0.1,200vs200,1100,PAN2,200,100,80,0.01276187,1.74608,50,100,2,92,0.04,0.011,0.1346,0.92,0.85,0.9589,0,0
global,0.01,200vs200,1100,PAN1,200,80,120,0.01276187,3.24356,50,100,0,46,0.0,0.0,0.0714,0.46,0.3656,0.5574,0,0
global,0.05,200vs200,1100,PAN1,200,80,120,0.01276187,2.14737,50,100,0,81,0.0,0.0,0.0714,0.81,0.7222,0.8749,0,0
global,0.1,200vs200,1100,PAN1,200,80,120,0.01276187,1.74608,50,100,3,88,0.06,0.0206,0.1622,0.88,0.8019,0.93,0,0
global,0.01,200vs200,1100,PAN2,200,120,80,0.01276187,3.24356,50,100,1,40,0.02,0.0035,0.105,0.4,0.3094,0.498,0,0
global,0.05,200vs200,1100,PAN2,200,120,80,0.01276187,2.14737,50,100,1,73,0.02,0.0035,0.105,0.73,0.6357,0.8073,0,0
global,0.1,200vs200,1100,PAN2,200,120,80,0.01276187,1.74608,50,100,1,85,0.02,0.0035,0.105,0.85,0.7672,0.9069,0,0
global,0.01,200vs200,1100,PAN1,200,80,140,0.01276187,3.24356,50,100,0,50,0.0,0.0,0.0714,0.5,0.4038,0.5962,0,0
global,0.05,200vs200,1100,PAN1,200,80,140,0.01276187,2.14737,50,100,0,74,0.0,0.0,0.0714,0.74,0.6463,0.816,0,0
global,0.1,200vs200,1100,PAN1,200,80,140,0.01276187,1.74608,50,100,3,85,0.06,0.0206,0.1622,0.85,0.7672,0.9069,0,0
global,0.01,200vs200,1100,PAN2,200,140,80,0.01276187,3.24356,50,100,1,35,0.02,0.0035,0.105,0.35,0.2636,0.4475,0,0
global,0.05,200vs200,1100,PAN2,200,140,80,0.01276187,2.14737,50,100,2,67,0.04,0.011,0.1346,0.67,0.5731,0.7544,0,0
global,0.1,200vs200,1100,PAN2,200,140,80,0.01276187,1.74608,50,100,3,78,0.06,0.0206,0.1622,0.78,0.6893,0.85,0,0
global,0.01,200vs200,1100,PAN1,200,80,160,0.01276187,3.24356,50,100,0,48,0.0,0.0,0.0714,0.48,0.3846,0.5768,0,0
global,0.05,200vs200,1100,PAN1,200,80,160,0.01276187,2.14737,50,100,0,75,0.0,0.0,0.0714,0.75,0.657,0.8245,0,0
global,0.1,200vs200,1100,PAN1,200,80,160,0.01276187,1.74608,50,100,3,90,0.06,0.0206,0.1622,0.9,0.8256,0.9448,0,0
global,0.01,200vs200,1100,PAN2,200,160,80,0.01276187,3.24356,50,100,0,30,0.0,0.0,0.0714,0.3,0.2189,0.3959,0,0
global,0.05,200vs200,1100,PAN2,200,160,80,0.01276187,2.14737,50,100,2,67,0.04,0.011,0.1346,0.67,0.5731,0.7544,0,0
global,0.1,200vs200,1100,PAN2,200,160,80,0.01276187,1.74608,50,100,4,80,0.08,0.0315,0.1884,0.8,0.7112,0.8666,0,0
global,0.01,200vs200,1100,PAN1,200,80,180,0.01276187,3.24356,50,100,0,50,0.0,0.0,0.0714,0.5,0.4038,0.5962,0,0
global,0.05,200vs200,1100,PAN1,200,80,180,0.01276187,2.14737,50,100,0,75,0.0,0.0,0.0714,0.75,0.657,0.8245,0,0
global,0.1,200vs200,1100,PAN1,200,80,180,0.01276187,1.74608,50,100,3,83,0.06,0.0206,0.1622,0.83,0.7445,0.8911,0,0
global,0.01,200vs200,1100,PAN2,200,180,80,0.01276187,3.24356,50,100,1,23,0.02,0.0035,0.105,0.23,0.1584,0.3215,0,0
global,0.05,200vs200,1100,PAN2,200,180,80,0.01276187,2.14737,50,100,3,57,0.06,0.0206,0.1622,0.57,0.4722,0.6627,0,0
global,0.1,200vs200,1100,PAN2,200,180,80,0.01276187,1.74608,50,100,4,77,0.08,0.0315,0.1884,0.77,0.6785,0.8416,0,0
global,0.01,200vs200,1100,PAN1,200,80,20,0.01276187,3.24356,50,100,0,0,0.0,0.0,0.0714,0.0,0.0,0.037,0,0
global,0.05,200vs200,1100,PAN1,200,80,20,0.01276187,2.14737,50,100,0,0,0.0,0.0,0.0714,0.0,0.0,0.037,0,0
global,0.1,200vs200,1100,PAN1,200,80,20,0.01276187,1.74608,50,100,3,4,0.06,0.0206,0.1622,0.04,0.0157,0.0984,0,0
global,0.01,200vs200,1100,PAN2,200,20,80,0.01276187,3.24356,50,100,0,52,0.0,0.0,0.0714,0.52,0.4232,0.6154,0,0
global,0.05,200vs200,1100,PAN2,200,20,80,0.01276187,2.14737,50,100,0,78,0.0,0.0,0.0714,0.78,0.6893,0.85,0,0
global,0.1,200vs200,1100,PAN2,200,20,80,0.01276187,1.74608,50,100,0,86,0.0,0.0,0.0714,0.86,0.7786,0.9147,0,0
global,0.01,200vs200,1100,PAN1,200,80,200,0.01276187,3.24356,50,100,0,51,0.0,0.0,0.0714,0.51,0.4135,0.6058,0,0
global,0.05,200vs200,1100,PAN1,200,80,200,0.01276187,2.14737,50,100,0,76,0.0,0.0,0.0714,0.76,0.6677,0.8331,0,0
global,0.1,200vs200,1100,PAN1,200,80,200,0.01276187,1.74608,50,100,3,85,0.06,0.0206,0.1622,0.85,0.7672,0.9069,0,0
global,0.01,200vs200,1100,PAN2,200,200,80,0.01276187,3.24356,50,100,1,21,0.02,0.0035,0.105,0.21,0.1417,0.2998,0,0
global,0.05,200vs200,1100,PAN2,200,200,80,0.01276187,2.14737,50,100,4,60,0.08,0.0315,0.1884,0.6,0.502,0.6906,0,0
global,0.1,200vs200,1100,PAN2,200,200,80,0.01276187,1.74608,50,100,5,75,0.1,0.0435,0.2136,0.75,0.657,0.8245,0,0
global,0.01,200vs200,1100,PAN1,200,80,40,0.01276187,3.24356,50,100,0,1,0.0,0.0,0.0714,0.01,0.0018,0.0545,0,0
global,0.05,200vs200,1100,PAN1,200,80,40,0.01276187,2.14737,50,100,0,10,0.0,0.0,0.0714,0.1,0.0552,0.1744,0,0
global,0.1,200vs200,1100,PAN1,200,80,40,0.01276187,1.74608,50,100,3,16,0.06,0.0206,0.1622,0.16,0.101,0.2442,0,0
global,0.01,200vs200,1100,PAN2,200,40,80,0.01276187,3.24356,50,100,0,57,0.0,0.0,0.0714,0.57,0.4722,0.6627,0,0
global,0.05,200vs200,1100,PAN2,200,40,80,0.01276187,2.14737,50,100,0,80,0.0,0.0,0.0714,0.8,0.7112,0.8666,0,0
global,0.1,200vs200,1100,PAN2,200,40,80,0.01276187,1.74608,50,100,0,93,0.0,0.0,0.0714,0.93,0.8625,0.9657,0,0
global,0.01,200vs200,1100,PAN1,200,80,60,0.01276187,3.24356,50,100,0,27,0.0,0.0,0.0714,0.27,0.1927,0.3643,0,0
global,0.05,200vs200,1100,PAN1,200,80,60,0.01276187,2.14737,50,100,0,46,0.0,0.0,0.0714,0.46,0.3656,0.5574,0,0
global,0.1,200vs200,1100,PAN1,200,80,60,0.01276187,1.74608,50,100,3,63,0.06,0.0206,0.1622,0.63,0.5322,0.7182,0,0
global,0.01,200vs200,1100,PAN2,200,60,80,0.01276187,3.24356,50,100,0,49,0.0,0.0,0.0714,0.49,0.3942,0.5865,0,0
global,0.05,200vs200,1100,PAN2,200,60,80,0.01276187,2.14737,50,100,0,79,0.0,0.0,0.0714,0.79,0.7002,0.8583,0,0
global,0.1,200vs200,1100,PAN2,200,60,80,0.01276187,1.74608,50,100,1,88,0.02,0.0035,0.105,0.88,0.8019,0.93,0,0
global,0.01,200vs200,1100,PAN1,200,80,80,0.01276187,3.24356,50,100,0,50,0.0,0.0,0.0714,0.5,0.4038,0.5962,0,0
global,0.05,200vs200,1100,PAN1,200,80,80,0.01276187,2.14737,50,100,0,80,0.0,0.0,0.0714,0.8,0.7112,0.8666,0,0
global,0.1,200vs200,1100,PAN1,200,80,80,0.01276187,1.74608,50,100,3,91,0.06,0.0206,0.1622,0.91,0.8377,0.9519,0,0
global,0.01,200vs200,1100,PAN2,200,80,80,0.01276187,3.24356,50,100,0,52,0.0,0.0,0.0714,0.52,0.4232,0.6154,0,0
global,0.05,200vs200,1100,PAN2,200,80,80,0.01276187,2.14737,50,100,0,83,0.0,0.0,0.0714,0.83,0.7445,0.8911,0,0
global,0.1,200vs200,1100,PAN2,200,80,80,0.01276187,1.74608,50,100,2,95,0.04,0.011,0.1346,0.95,0.8882,0.9785,0,0
global,0.01,50vs100,1500,PAN1,50,100,100,0.01276187,3.24356,50,100,0,24,0.0,0.0,0.0714,0.24,0.1669,0.3323,0,0
global,0.05,50vs100,1500,PAN1,50,100,100,0.01276187,2.14737,50,100,5,44,0.1,0.0435,0.2136,0.44,0.3467,0.5377,0,0
global,0.1,50vs100,1500,PAN1,50,100,100,0.01276187,1.74608,50,100,10,54,0.2,0.1124,0.3304,0.54,0.4426,0.6344,0,0
global,0.01,50vs100,1500,PAN2,100,100,100,0.01276187,3.24356,50,100,0,19,0.0,0.0,0.0714,0.19,0.1251,0.2778,0,0
global,0.05,50vs100,1500,PAN2,100,100,100,0.01276187,2.14737,50,100,0,50,0.0,0.0,0.0714,0.5,0.4038,0.5962,0,0
global,0.1,50vs100,1500,PAN2,100,100,100,0.01276187,1.74608,50,100,5,70,0.1,0.0435,0.2136,0.7,0.6041,0.7811,0,0
global,0.01,50vs100,1500,PAN1,50,100,120,0.01276187,3.24356,50,100,0,25,0.0,0.0,0.0714,0.25,0.1755,0.343,0,0
global,0.05,50vs100,1500,PAN1,50,100,120,0.01276187,2.14737,50,100,5,45,0.1,0.0435,0.2136,0.45,0.3561,0.5476,0,0
global,0.1,50vs100,1500,PAN1,50,100,120,0.01276187,1.74608,50,100,10,59,0.2,0.1124,0.3304,0.59,0.492,0.6813,0,0
global,0.01,50vs100,1500,PAN2,100,120,100,0.01276187,3.24356,50,100,0,16,0.0,0.0,0.0714,0.16,0.101,0.2442,0,0
global,0.05,50vs100,1500,PAN2,100,120,100,0.01276187,2.14737,50,100,1,42,0.02,0.0035,0.105,0.42,0.328,0.5179,0,0
global,0.1,50vs100,1500,PAN2,100,120,100,0.01276187,1.74608,50,100,2,59,0.04,0.011,0.1346,0.59,0.492,0.6813,0,0
global,0.01,50vs100,1500,PAN1,50,100,140,0.01276187,3.24356,50,100,0,27,0.0,0.0,0.0714,0.27,0.1927,0.3643,0,0
global,0.05,50vs100,1500,PAN1,50,100,140,0.01276187,2.14737,50,100,5,45,0.1,0.0435,0.2136,0.45,0.3561,0.5476,0,0
global,0.1,50vs100,1500,PAN1,50,100,140,0.01276187,1.74608,50,100,10,53,0.2,0.1124,0.3304,0.53,0.4329,0.6249,0,0
global,0.01,50vs100,1500,PAN2,100,140,100,0.01276187,3.24356,50,100,0,14,0.0,0.0,0.0714,0.14,0.0853,0.2214,0,0
global,0.05,50vs100,1500,PAN2,100,140,100,0.01276187,2.14737,50,100,2,49,0.04,0.011,0.1346,0.49,0.3942,0.5865,0,0
global,0.1,50vs100,1500,PAN2,100,140,100,0.01276187,1.74608,50,100,7,56,0.14,0.0695,0.2619,0.56,0.4623,0.6533,0,0
global,0.01,50vs100,1500,PAN1,50,100,160,0.01276187,3.24356,50,100,0,28,0.0,0.0,0.0714,0.28,0.2014,0.3749,0,0
global,0.05,50vs100,1500,PAN1,50,100,160,0.01276187,2.14737,50,100,5,41,0.1,0.0435,0.2136,0.41,0.3187,0.508,0,0
global,0.1,50vs100,1500,PAN1,50,100,160,0.01276187,1.74608,50,100,10,57,0.2,0.1124,0.3304,0.57,0.4722,0.6627,0,0
global,0.01,50vs100,1500,PAN2,100,160,100,0.01276187,3.24356,50,100,0,18,0.0,0.0,0.0714,0.18,0.117,0.2667,0,0
global,0.05,50vs100,1500,PAN2,100,160,100,0.01276187,2.14737,50,100,3,39,0.06,0.0206,0.1622,0.39,0.3002,0.488,0,0
global,0.1,50vs100,1500,PAN2,100,160,100,0.01276187,1.74608,50,100,8,56,0.16,0.0834,0.2851,0.56,0.4623,0.6533,0,0
global,0.01,50vs100,1500,PAN1,50,100,180,0.01276187,3.24356,50,99,0,16,0.0,0.0,0.0714,0.1616,0.102,0.2465,0,0
global,0.05,50vs100,1500,PAN1,50,100,180,0.01276187,2.14737,50,99,5,41,0.1,0.0435,0.2136,0.4141,0.3221,0.5126,0,0
global,0.1,50vs100,1500,PAN1,50,100,180,0.01276187,1.74608,50,99,10,50,0.2,0.1124,0.3304,0.5051,0.4082,0.6015,0,0
global,0.01,50vs100,1500,PAN2,100,180,100,0.01276187,3.24356,50,100,1,10,0.02,0.0035,0.105,0.1,0.0552,0.1744,0,0
global,0.05,50vs100,1500,PAN2,100,180,100,0.01276187,2.14737,50,100,2,32,0.04,0.011,0.1346,0.32,0.2367,0.4166,0,0
global,0.1,50vs100,1500,PAN2,100,180,100,0.01276187,1.74608,50,100,4,46,0.08,0.0315,0.1884,0.46,0.3656,0.5574,0,0
global,0.01,50vs100,1500,PAN1,50,100,20,0.01276187,3.24356,50,100,0,2,0.0,0.0,0.0714,0.02,0.0055,0.07,0,0
global,0.05,50vs100,1500,PAN1,50,100,20,0.01276187,2.14737,50,100,5,7,0.1,0.0435,0.2136,0.07,0.0343,0.1375,0,0
global,0.1,50vs100,1500,PAN1,50,100,20,0.01276187,1.74608,50,100,10,18,0.2,0.1124,0.3304,0.18,0.117,0.2667,0,0
global,0.01,50vs100,1500,PAN2,100,20,100,0.01276187,3.24356,50,100,0,13,0.0,0.0,0.0714,0.13,0.0776,0.2098,0,0
global,0.05,50vs100,1500,PAN2,100,20,100,0.01276187,2.14737,50,100,0,41,0.0,0.0,0.0714,0.41,0.3187,0.508,0,0
global,0.1,50vs100,1500,PAN2,100,20,100,0.01276187,1.74608,50,100,0,50,0.0,0.0,0.0714,0.5,0.4038,0.5962,0,0
global,0.01,50vs100,1500,PAN1,50,100,200,0.01276187,3.24356,50,100,0,20,0.0,0.0,0.0714,0.2,0.1334,0.2888,0,0
global,0.05,50vs100,1500,PAN1,50,100,200,0.01276187,2.14737,50,100,5,37,0.1,0.0435,0.2136,0.37,0.2818,0.4678,0,0
global,0.1,50vs100,1500,PAN1,50,100,200,0.01276187,1.74608,50,100,10,49,0.2,0.1124,0.3304,0.49,0.3942,0.5865,0,0
global,0.01,50vs100,1500,PAN2,100,200,100,0.01276187,3.24356,50,100,0,6,0.0,0.0,0.0714,0.06,0.0278,0.1248,0,0
global,0.05,50vs100,1500,PAN2,100,200,100,0.01276187,2.14737,50,100,3,28,0.06,0.0206,0.1622,0.28,0.2014,0.3749,0,0
global,0.1,50vs100,1500,PAN2,100,200,100,0.01276187,1.74608,50,100,7,46,0.14,0.0695,0.2619,0.46,0.3656,0.5574,0,0
global,0.01,50vs100,1500,PAN1,50,100,40,0.01276187,3.24356,50,100,0,1,0.0,0.0,0.0714,0.01,0.0018,0.0545,0,0
global,0.05,50vs100,1500,PAN1,50,100,40,0.01276187,2.14737,50,100,5,14,0.1,0.0435,0.2136,0.14,0.0853,0.2214,0,0
global,0.1,50vs100,1500,PAN1,50,100,40,0.01276187,1.74608,50,100,10,23,0.2,0.1124,0.3304,0.23,0.1584,0.3215,0,0
global,0.01,50vs100,1500,PAN2,100,40,100,0.01276187,3.24356,50,100,0,26,0.0,0.0,0.0714,0.26,0.184,0.3537,0,0
global,0.05,50vs100,1500,PAN2,100,40,100,0.01276187,2.14737,50,100,0,53,0.0,0.0,0.0714,0.53,0.4329,0.6249,0,0
global,0.1,50vs100,1500,PAN2,100,40,100,0.01276187,1.74608,50,100,0,74,0.0,0.0,0.0714,0.74,0.6463,0.816,0,0
global,0.01,50vs100,1500,PAN1,50,100,60,0.01276187,3.24356,50,100,0,3,0.0,0.0,0.0714,0.03,0.0103,0.0845,0,0
global,0.05,50vs100,1500,PAN1,50,100,60,0.01276187,2.14737,50,100,5,24,0.1,0.0435,0.2136,0.24,0.1669,0.3323,0,0
global,0.1,50vs100,1500,PAN1,50,100,60,0.01276187,1.74608,50,100,10,38,0.2,0.1124,0.3304,0.38,0.291,0.4779,0,0
global,0.01,50vs100,1500,PAN2,100,60,100,0.01276187,3.24356,50,100,0,21,0.0,0.0,0.0714,0.21,0.1417,0.2998,0,0
global,0.05,50vs100,1500,PAN2,100,60,100,0.01276187,2.14737,50,100,2,52,0.04,0.011,0.1346,0.52,0.4232,0.6154,0,0
global,0.1,50vs100,1500,PAN2,100,60,100,0.01276187,1.74608,50,100,5,65,0.1,0.0435,0.2136,0.65,0.5525,0.7364,0,0
global,0.01,50vs100,1500,PAN1,50,100,80,0.01276187,3.24356,50,100,0,20,0.0,0.0,0.0714,0.2,0.1334,0.2888,0,0
global,0.05,50vs100,1500,PAN1,50,100,80,0.01276187,2.14737,50,100,5,41,0.1,0.0435,0.2136,0.41,0.3187,0.508,0,0
global,0.1,50vs100,1500,PAN1,50,100,80,0.01276187,1.74608,50,100,10,54,0.2,0.1124,0.3304,0.54,0.4426,0.6344,0,0
global,0.01,50vs100,1500,PAN2,100,80,100,0.01276187,3.24356,50,100,0,22,0.0,0.0,0.0714,0.22,0.15,0.3107,0,0
global,0.05,50vs100,1500,PAN2,100,80,100,0.01276187,2.14737,50,100,2,56,0.04,0.011,0.1346,0.56,0.4623,0.6533,0,0
